Timestamp,Tick
2022-04-05 16:00:02.683100,Q|158362||177.55|1|177.56|160||1649167202.6831|
2022-04-05 16:00:02.683100,Q|158363||177.55|1|177.56|100||1649167202.6831|
2022-04-05 16:00:02.683100,Q|158364||177.55|1|177.56|200||1649167202.6831|
2022-04-05 16:00:02.683100,Q|158365||177.55|201|177.56|200||1649167202.6831|
2022-04-05 16:00:02.683100,Q|158366||177.55|301|177.56|200||1649167202.6831|
2022-04-05 16:00:02.683100,Q|158367||177.55|301|177.56|100||1649167202.6831|
2022-04-05 16:00:02.683100,Q|158368||177.55|301|177.57|200||1649167202.6831|
2022-04-05 16:00:02.683100,Q|158369||177.55|301|177.57|100||1649167202.6831|
2022-04-05 16:00:02.800300,Q|158370||177.55|301|177.57|200||1649167202.8003|
2022-04-05 16:00:02.887700,Q|158371||177.55|101|177.57|200||1649167202.8877|
2022-04-05 16:00:02.887700,Q|158372||177.55|101|177.57|100||1649167202.8877|
2022-04-05 16:00:02.887700,Q|158373||177.55|201|177.57|100||1649167202.8877|
2022-04-05 16:00:02.887700,Q|158374||177.56|100|177.57|100||1649167202.8877|
2022-04-05 16:00:02.887700,Q|158375||177.56|116|177.57|100||1649167202.8877|
2022-04-05 16:00:02.887700,Q|158376||177.56|117|177.57|100||1649167202.8877|
2022-04-05 16:00:02.887700,Q|158377||177.56|117|177.58|100||1649167202.8877|
2022-04-05 16:00:02.906300,Q|158378||177.56|217|177.59|401||1649167202.9063|
2022-04-05 16:00:02.906300,T|158379||177.58|100||1649167202.9063|||||||||
2022-04-05 16:00:02.906300,Q|158380||177.57|60|177.59|401||1649167202.9063|
2022-04-05 16:00:02.906300,Q|158381||177.57|101|177.58|100||1649167202.9063|
2022-04-05 16:00:02.906300,Q|158382||177.57|1|177.58|100||1649167202.9063|
2022-04-05 16:00:02.906300,T|158383||177.57|100||1649167202.9063|||||||||
2022-04-05 16:00:02.906300,Q|158384||177.57|101|177.58|100||1649167202.9063|
2022-04-05 16:00:02.906300,Q|158385||177.57|101|177.59|301||1649167202.9063|
2022-04-05 16:00:02.906300,T|158386||177.58|100||1649167202.9063|||||||||
2022-04-05 16:00:02.906300,Q|158387||177.57|261|177.59|301||1649167202.9063|
2022-04-05 16:00:02.914400,Q|158388||177.58|100|177.59|301||1649167202.9144|
2022-04-05 16:00:02.914400,Q|158389||177.58|101|177.59|301||1649167202.9144|
2022-04-05 16:00:02.943400,Q|158390||177.58|101|177.59|201||1649167202.9434|
2022-04-05 16:00:02.943400,T|158391||177.59|100||1649167202.9434|||||||||
2022-04-05 16:00:02.943400,Q|158392||177.58|101|177.59|37||1649167202.9434|
2022-04-05 16:00:02.943400,T|158393||177.59|64||1649167202.9434|||||||||
2022-04-05 16:00:02.943400,Q|158394||177.58|201|177.59|37||1649167202.9434|
2022-04-05 16:00:02.943400,Q|158395||177.58|201|177.59|1||1649167202.9434|
2022-04-05 16:00:02.943400,T|158396||177.59|36||1649167202.9434|||||||||
2022-04-05 16:00:02.943400,Q|158397||177.58|201|177.6|100||1649167202.9434|
2022-04-05 16:00:02.943400,T|158398||177.59|1||1649167202.9434|||||||||
2022-04-05 16:00:02.943400,Q|158399||177.59|100|177.6|100||1649167202.9434|
2022-04-05 16:00:02.943400,Q|158400||177.59|101|177.6|100||1649167202.9434|
2022-04-05 16:00:02.943400,Q|158401||177.59|201|177.6|100||1649167202.9434|
2022-04-05 16:00:02.943400,Q|158402||177.59|101|177.6|100||1649167202.9434|
2022-04-05 16:00:03.041900,Q|158403||177.59|101|177.6|200||1649167203.0419|
2022-04-05 16:00:03.047900,Q|158404||177.59|1|177.6|200||1649167203.0479|
2022-04-05 16:00:03.047900,Q|158405||177.58|200|177.6|200||1649167203.0479|
2022-04-05 16:00:03.047900,T|158406||177.59|1||1649167203.0479|||||||||
2022-04-05 16:00:03.047900,Q|158407||177.58|200|177.59|100||1649167203.0479|
2022-04-05 16:00:03.047900,Q|158408||177.58|200|177.59|200||1649167203.0479|
2022-04-05 16:00:03.047900,Q|158409||177.58|100|177.59|200||1649167203.0479|
2022-04-05 16:00:03.047900,Q|158410||177.57|100|177.59|200||1649167203.0479|
2022-04-05 16:00:03.047900,Q|158411||177.57|100|177.59|300||1649167203.0479|
2022-04-05 16:00:03.053400,Q|158412||177.57|100|177.59|200||1649167203.0534|
2022-04-05 16:00:03.130800,Q|158413||177.57|100|177.59|100||1649167203.1308|
2022-04-05 16:00:03.130800,Q|158414||177.57|100|177.6|200||1649167203.1308|
2022-04-05 16:00:03.179200,Q|158415||177.56|217|177.6|200||1649167203.1792|
2022-04-05 16:00:03.179200,T|158416||177.57|100||1649167203.1792|||||||||
2022-04-05 16:00:03.179200,Q|158417||177.56|217|177.59|60||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158418||177.57|100|177.59|60||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158419||177.57|100|177.6|200||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158420||177.57|100|177.59|100||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158421||177.57|100|177.59|200||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158422||177.56|100|177.59|200||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158423||177.56|100|177.58|100||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158424||177.57|100|177.58|100||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158425||177.57|100|177.58|200||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158426||177.56|100|177.58|200||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158427||177.56|100|177.58|300||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158428||177.57|100|177.58|300||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158429||177.56|100|177.58|300||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158430||177.57|100|177.58|300||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158431||177.56|100|177.58|300||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158432||177.56|100|177.57|100||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158433||177.56|100|177.57|94||1649167203.1792|
2022-04-05 16:00:03.179200,T|158434||177.57|6||1649167203.1792|||||||||
2022-04-05 16:00:03.179200,Q|158435||177.56|100|177.58|200||1649167203.1792|
2022-04-05 16:00:03.179200,Q|158436||177.57|100|177.58|200||1649167203.1792|
2022-04-05 16:00:03.195600,Q|158437||177.57|100|177.58|100||1649167203.1956|
2022-04-05 16:00:03.294000,Q|158438||177.57|100|177.58|300||1649167203.294|
2022-04-05 16:00:03.294000,Q|158439||177.57|100|177.58|400||1649167203.294|
2022-04-05 16:00:03.423100,Q|158440||177.57|100|177.58|300||1649167203.4231|
2022-04-05 16:00:03.496800,Q|158441||177.57|100|177.58|200||1649167203.4968|
2022-04-05 16:00:03.525600,Q|158442||177.57|100|177.58|300||1649167203.5256|
2022-04-05 16:00:03.525600,Q|158443||177.57|100|177.58|400||1649167203.5256|
2022-04-05 16:00:03.533300,Q|158444||177.56|100|177.58|400||1649167203.5333|
2022-04-05 16:00:03.539700,T|158445||177.57|100||1649167203.5397|||||||||
2022-04-05 16:00:03.539700,Q|158446||177.56|100|177.58|500||1649167203.5397|
2022-04-05 16:00:03.539700,Q|158447||177.56|100|177.58|600||1649167203.5397|
2022-04-05 16:00:03.539700,Q|158448||177.56|100|177.58|760||1649167203.5397|
2022-04-05 16:00:03.539700,Q|158449||177.56|100|177.57|200||1649167203.5397|
2022-04-05 16:00:03.539700,Q|158450||177.56|100|177.57|300||1649167203.5397|
2022-04-05 16:00:03.539700,Q|158451||177.56|100|177.57|400||1649167203.5397|
2022-04-05 16:00:03.539700,Q|158452||177.56|100|177.57|300||1649167203.5397|
2022-04-05 16:00:03.557200,Q|158453||177.56|100|177.57|200||1649167203.5572|
2022-04-05 16:00:03.557200,Q|158454||177.56|100|177.57|100||1649167203.5572|
2022-04-05 16:00:03.557200,Q|158455||177.56|100|177.58|460||1649167203.5572|
2022-04-05 16:00:03.557200,Q|158456||177.56|100|177.58|400||1649167203.5572|
2022-04-05 16:00:03.620800,Q|158457||177.56|100|177.58|300||1649167203.6208|
2022-04-05 16:00:03.740500,Q|158458||177.56|100|177.58|200||1649167203.7405|
2022-04-05 16:00:03.747500,Q|158459||177.56|200|177.58|200||1649167203.7475|
2022-04-05 16:00:04.130400,Q|158460||177.56|100|177.58|200||1649167204.1304|
2022-04-05 16:00:04.273400,Q|158461||177.56|200|177.58|200||1649167204.2734|
2022-04-05 16:00:04.354600,Q|158462||177.56|200|177.58|300||1649167204.3546|
2022-04-05 16:00:04.354600,Q|158463||177.56|200|177.58|400||1649167204.3546|
2022-04-05 16:00:04.354600,Q|158464||177.56|200|177.57|100||1649167204.3546|
2022-04-05 16:00:04.354600,Q|158465||177.56|100|177.57|100||1649167204.3546|
2022-04-05 16:00:04.354600,Q|158466||177.56|100|177.57|200||1649167204.3546|
2022-04-05 16:00:04.354600,Q|158467||177.55|100|177.57|200||1649167204.3546|
2022-04-05 16:00:04.354600,T|158468||177.56|100||1649167204.3546|||||||||
2022-04-05 16:00:04.354600,Q|158469||177.55|100|177.56|100||1649167204.3546|
2022-04-05 16:00:04.354600,Q|158470||177.55|100|177.56|200||1649167204.3546|
2022-04-05 16:00:04.354600,Q|158471||177.54|50|177.56|200||1649167204.3546|
2022-04-05 16:00:04.359800,Q|158472||177.54|50|177.57|200||1649167204.3598|
2022-04-05 16:00:04.366200,Q|158473||177.54|150|177.57|200||1649167204.3662|
2022-04-05 16:00:04.366200,Q|158474||177.55|100|177.57|200||1649167204.3662|
2022-04-05 16:00:04.380400,Q|158475||177.55|100|177.57|100||1649167204.3804|
2022-04-05 16:00:04.843000,Q|158476||177.55|100|177.57|200||1649167204.843|
2022-04-05 16:00:04.995400,Q|158477||177.55|100|177.57|100||1649167204.9954|
2022-04-05 16:00:05.053400,Q|158478||177.55|100|177.58|303||1649167205.0534|
2022-04-05 16:00:05.053400,Q|158479||177.55|200|177.58|303||1649167205.0534|
2022-04-05 16:00:05.064900,Q|158480||177.56|100|177.58|303||1649167205.0649|
2022-04-05 16:00:05.064900,Q|158481||177.56|200|177.58|303||1649167205.0649|
2022-04-05 16:00:05.064900,Q|158482||177.57|100|177.58|303||1649167205.0649|
2022-04-05 16:00:05.064900,Q|158483||177.57|100|177.58|300||1649167205.0649|
2022-04-05 16:00:05.073800,Q|158484||177.56|200|177.58|300||1649167205.0738|
2022-04-05 16:00:05.073800,Q|158485||177.56|100|177.58|300||1649167205.0738|
2022-04-05 16:00:05.564400,Q|158486||177.56|100|177.58|200||1649167205.5644|
2022-04-05 16:00:05.570500,Q|158487||177.56|100|177.58|100||1649167205.5705|
2022-04-05 16:00:05.570500,T|158488||177.58|100||1649167205.5705|||||||||
2022-04-05 16:00:05.570500,Q|158489||177.56|100|177.59|200||1649167205.5705|
2022-04-05 16:00:05.570500,T|158490||177.58|100||1649167205.5705|||||||||
2022-04-05 16:00:05.570500,Q|158491||177.57|60|177.59|200||1649167205.5705|
2022-04-05 16:00:05.570500,Q|158492||177.57|160|177.59|100||1649167205.5705|
2022-04-05 16:00:05.570500,Q|158493||177.57|260|177.59|100||1649167205.5705|
2022-04-05 16:00:05.570500,Q|158494||177.58|100|177.59|100||1649167205.5705|
2022-04-05 16:00:05.570500,Q|158495||177.58|157|177.59|100||1649167205.5705|
2022-04-05 16:00:05.570500,Q|158496||177.58|157|177.6|100||1649167205.5705|
2022-04-05 16:00:05.603500,Q|158497||177.58|257|177.6|100||1649167205.6035|
2022-04-05 16:00:05.626500,Q|158498||177.58|257|177.61|200||1649167205.6265|
2022-04-05 16:00:05.626500,Q|158499||177.59|100|177.61|200||1649167205.6265|
2022-04-05 16:00:05.732600,Q|158500||177.58|257|177.61|200||1649167205.7326|
2022-04-05 16:00:05.732600,Q|158501||177.58|157|177.61|200||1649167205.7326|
2022-04-05 16:00:06.033300,Q|158502||177.58|257|177.61|200||1649167206.0333|
2022-04-05 16:00:06.064200,Q|158503||177.59|100|177.61|200||1649167206.0642|
2022-04-05 16:00:06.064200,Q|158504||177.59|200|177.61|100||1649167206.0642|
2022-04-05 16:00:06.064200,Q|158505||177.59|200|177.62|200||1649167206.0642|
2022-04-05 16:00:06.064200,Q|158506||177.6|100|177.62|100||1649167206.0642|
2022-04-05 16:00:06.064200,Q|158507||177.6|200|177.62|100||1649167206.0642|
2022-04-05 16:00:06.077700,Q|158508||177.6|100|177.62|100||1649167206.0777|
2022-04-05 16:00:06.173200,Q|158509||177.6|100|177.62|200||1649167206.1732|
