Name,Ticker,Exchange,Primary,Country,Currency
Invesco Exchange Traded Fd Tr SP Midcap Quality Etf,XMHQ,BATS,XNYS,US,USD
Schwab Strategic Tr Us Large-Cap Value Etf,SCHV,BATS,XNYS,US,USD
Ishares Trust Core Us Reit Etf,USRT,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Finl Pfd Etf,PGF,BATS,XNYS,US,USD
Jp Morgan Etf Trust Diversified Return Us Mid Cap Equity,JPME,BATS,XNYS,US,USD
Blackrock Etf Trust Us Equity Factor Rotation Etf,DYNF,BATS,XNYS,US,USD
Xtrackers Msci Emerging Markets Hedged Equity Etf,DBEM,BATS,XNYS,US,USD
Ishares Inc Msci Germany Etf,EWG,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Libertyq Emerging Mkts Etf,FLQE,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii Emerging Mkts Sovereign Debt Etf,PCY,BATS,XNYS,US,USD
Ishares Gold Trust Ishares New Post Rev Split,IAU,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii Global Clean Energy Etf,PBD,BATS,XNYS,US,USD
Kingsbarn Tactical Bond Etf,KDRN,BATS,XNYS,US,USD
Fidelity Sustainable Low Duration Bond Etf,FSLD,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr SP Smallcap 600 Eql Wgt Etf,EWSC,BATS,XNYS,US,USD
Flexshares Trust Us Quality Low Volatility Index Fund,QLV,BATS,XNYS,US,USD
Iq Engender Equality Etf,EQUL,BATS,XNYS,US,USD
Fidelity Covington Trust Msci Consumer Discretionary,FDIS,BATS,XNYS,US,USD
Hartford Funds Exchange Traded Tr Municipal Opportunities Etf,HMOP,BATS,XNYS,US,USD
United States Oil Fund Lp UnitsPost Rev Split,USO,BATS,XNYS,US,USD
Amplify Emerging Markets Fintech Etf,EMFQ,BATS,XNYS,US,USD
Proshares Trust Ultrashort Ftse Europe,EPV,BATS,XNYS,US,USD
Ishares Inc Msci Emerging Markets Small Cap Etf,EEMS,BATS,XNYS,US,USD
Spdr Bloomberg International Treasury Bond Etf,BWX,BATS,XNYS,US,USD
Blackrock Future Climate And Sustainable Economy Etf,BECO,BATS,XNYS,US,USD
Xtrackers Emerging Markets Carbon Reduction And Climate Improvers Etf,EMCR,BATS,XNYS,US,USD
Proshares Trust Proshares Short Financials,SEF,BATS,XNYS,US,USD
Ishares Silver Trust Ishares,SLV,BATS,XNYS,US,USD
Vaneck Social Sentiment Etf,BUZZ,BATS,XNYS,US,USD
Kraneshares California Carbon Allowance Strategy Etf,KCCA,BATS,XNYS,US,USD
Ishares Trust Russell Top 200 Value Etf,IWX,BATS,XNYS,US,USD
Select Sector Spdr Trust Sbi Materials Nav,XLB,BATS,XNYS,US,USD
Ishares Inc Msci South Korea Etf,EWY,BATS,XNYS,US,USD
Schwab Strategic Tr Fundamental U S Small Co Index Etf,FNDA,BATS,XNYS,US,USD
Proshares Trust Decline Retail Store Etf,EMTY,BATS,XNYS,US,USD
Capital Group International Focus Equity Etf,CGXU,BATS,XNYS,US,USD
Etf Managers Group Commodity Tr I Breakwave Dry Bulk Shipping Etf,BDRY,BATS,XNYS,US,USD
Smartetfs Sustainable Energy Ii Etf,SOLR,BATS,XNYS,US,USD
Proshares Trust Pshs Ultra Qqq,QLD,BATS,XNYS,US,USD
Goldman Sachs Access Investment Grade Corporate 1-5 Year Bond Etf,GSIG,BATS,XNYS,US,USD
Avantis Core Fixed Income Etf,AVIG,BATS,XNYS,US,USD
John Hancock Exchange Traded Fd Tr Multifactor Matls Etf,JHMA,BATS,XNYS,US,USD
Ishares Bb Rated Corporate Bond Etf,HYBB,BATS,XNYS,US,USD
American Century Etf Trust Stoxx Us Quality Growth Etf,QGRO,BATS,XNYS,US,USD
Metaurus Equity Component Trust Us Equity Cumulative Div Fd Ser 2027,IDIV,BATS,XNYS,US,USD
Ishares Inc Core Msci Emerging Mkts Etf,IEMG,BATS,XNYS,US,USD
Wisdomtree Trust Emerging Mkts High Divid Fd,DEM,BATS,XNYS,US,USD
Spdr Series Trust Portfolio Long Term Treasury Etf,SPTL,BATS,XNYS,US,USD
Cabana Target Drawdown 13 Etf,TDSD,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Dynamic Biotechnology Genome Etf,PBE,BATS,XNYS,US,USD
Nightshares 2000 Etf,NIWM,BATS,XNYS,US,USD
Ishares Blockchain And Tech Etf,IBLC,BATS,XNYS,US,USD
Dimensional Emerging Markets High Profitability Etf,DEHP,BATS,XNYS,US,USD
Spdr Series Trust Spdr SP600 Small Cap Etf,SLY,BATS,XNYS,US,USD
United Sts 12 Mnth Naturl Gas Fd Lp Unit Ben Int,UNL,BATS,XNYS,US,USD
Proshares Trust Ultrashort Qqq Etf Post Rev Split,QID,BATS,XNYS,US,USD
First Trust Exchange Traded Fund Nyse Arca Biotechnology Index Fund,FBT,BATS,XNYS,US,USD
Ishares International Equity Factor Etf,INTF,BATS,XNYS,US,USD
Proshares Trust Ii Ultrashort Gold New,GLL,BATS,XNYS,US,USD
John Hancock Exchange Traded Fd Tr Multifactor Large Cap Etf,JHML,BATS,XNYS,US,USD
Spdr Index Shares Funds Portfolio Europe Etf,SPEU,BATS,XNYS,US,USD
Putnam Focused Large Cap Growth Etf,PGRO,BATS,XNYS,US,USD
Spdr Index Shares Funds Spdr SP China Etf,GXC,BATS,XNYS,US,USD
Indexiq Etf Trust Iq Us Real Estate Scap Etf,ROOF,BATS,XNYS,US,USD
Proshares Trust Pshs Ult Hlthcre,RXL,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Franklin Ftse India Etf,FLIN,BATS,XNYS,US,USD
Spdr Series Trust Portfolio Short Term Treasury Etf,SPTS,BATS,XNYS,US,USD
Upar Ultra Risk Parity Etf,UPAR,BATS,XNYS,US,USD
Ssga Active Etf Tr Spdr Dobleline Total Return Tactical Etf,TOTL,BATS,XNYS,US,USD
Advisorshares Trust Ranger Equity Bear Etf NewPost Rev Splt,HDGE,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii SP Ultra Dividend Revenue Etf,RDIV,BATS,XNYS,US,USD
First Trust Exch Traded Fund 2 Shs First Trust Technology Alphadex Fund,FXL,BATS,XNYS,US,USD
Flexshares Trust Ready Access Var Income Fd,RAVI,BATS,XNYS,US,USD
Awtm Ultra-Short Duration Enhanced Income Etf,AWTM,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii Fundamental Invt Grade Corp Etf,PFIG,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii Russell 1000 Eql Wgt Etf,EQAL,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii N Y Amt-Free Mun Bd Etf,PZT,BATS,XNYS,US,USD
Vectorshares Min Vol Etf,VSPY,BATS,XNYS,US,USD
Microsectors Travel 3X Leveraged Etn,FLYU,BATS,XNYS,US,USD
Proshares Trust Ultrapro Midcap400,UMDD,BATS,XNYS,US,USD
Indexiq Etf Trust Iq Global Res Etf,GRES,BATS,XNYS,US,USD
Amplify Etf Tr Blackswan Growth Treasury Core Etf,SWAN,BATS,XNYS,US,USD
Spdr Series Trust Spdr Global Dow Etf,DGT,BATS,XNYS,US,USD
Vaneck Investment Grade Floating Rate Etf,FLTR,BATS,XNYS,US,USD
Timothy Plan International Etf,TPIF,BATS,XNYS,US,USD
Ishares Trust Currency Hedged Jpx-Nikkei 400 Etf,HJPX,BATS,XNYS,US,USD
Etc 6 Meridian Small Cap Equity Etf,SIXS,BATS,XNYS,US,USD
Fidelity Covington Trust Dividend Etf For Rising Rates,FDRR,BATS,XNYS,US,USD
Spdr Dow Jones Industrial Avg Etf T Ser1 Units Of Ben Int Npv,DIA,BATS,XNYS,US,USD
Ishares Trust Core Msci Europe,IEUR,BATS,XNYS,US,USD
Etf Series Solutions Clearshares Ocio Etf,OCIO,BATS,XNYS,US,USD
First Trust Exch Traded Fund 2 Global Engineering And Construction Etf,FLM,BATS,XNYS,US,USD
Columbia Seligman Semiconductor And Technology Etf,SEMI,BATS,XNYS,US,USD
Axs Change Finance Esg Etf,CHGX,BATS,XNYS,US,USD
Spdr Series Trust Spdr SP 500 Value Etf,SPYV,BATS,XNYS,US,USD
Kelly Hotel Lodging Sector Etf,HOTL,BATS,XNYS,US,USD
Invesco Db G10 Currency Harvest Fd Unit,DBV,BATS,XNYS,US,USD
Ishares Esg Aware US Aggregate Bond Etf,EAGG,BATS,XNYS,US,USD
Xtrackers Msci All World Ex Us High Dividend Yield Equity Etf,HDAW,BATS,XNYS,US,USD
Bny Mellon Concentrated International Etf,BKCI,BATS,XNYS,US,USD
Select Sector Spdr Trust Comunication Servc Select Sector Spdr Fd,XLC,BATS,XNYS,US,USD
Vanguard Index Funds Vanguard Value Etf,VTV,BATS,XNYS,US,USD
Flexshares Trust Iboxx 3 Yr Target Duration Tips Index Fd,TDTT,BATS,XNYS,US,USD
Global X SP 500 Tail Risk Etf,XTR,BATS,XNYS,US,USD
Vaneck Oil Services Etf,OIH,BATS,XNYS,US,USD
Proshares Trust SP 500 Ex Finls Etf,SPXN,BATS,XNYS,US,USD
Janus Detroit Street Trust Henderson Mortgage Backed Securities Etf,JMBS,BATS,XNYS,US,USD
Spdr Series Trust Spdr SP Retail Etf,XRT,BATS,XNYS,US,USD
Virtus Newfleet High Yield Bond Etf,BLHY,BATS,XNYS,US,USD
Vanguard Index Funds Vanguard Total Stock Market Etf,VTI,BATS,XNYS,US,USD
Proshares Smart Materials Etf,TINT,BATS,XNYS,US,USD
Global Beta Rising Stars Etf,GBGR,BATS,XNYS,US,USD
Ishares Msci Bic Etf,BKF,BATS,XNYS,US,USD
Spdr SP 500 Etf Trust,SPY,BATS,XNYS,US,USD
Dimensional Us Real Estate Etf,DFAR,BATS,XNYS,US,USD
Vaneck Future Of Food Etf,YUMY,BATS,XNYS,US,USD
Victory Portfolios Ii Shares Usaa Msci Usa Value Momentum Etf,ULVM,BATS,XNYS,US,USD
Ishares Trust Msci Philippines Etf,EPHE,BATS,XNYS,US,USD
Kraneshares Tr Msci One Belt One Road Index Etf,OBOR,BATS,XNYS,US,USD
Ishares Trust Morningstar Mid-Cap Etf,IMCB,BATS,XNYS,US,USD
First Tr Exchange-Traded Fd Iii First Tr Pfd Secs Income Etf,FPE,BATS,XNYS,US,USD
Fairlead Tactical Sector Etf,TACK,BATS,XNYS,US,USD
Alps Hillman Active Value Etf,HVAL,BATS,XNYS,US,USD
Franklin Municipal Green Bond Etf,FLMB,BATS,XNYS,US,USD
Jpmorgan Carbon Transition US Equity Etf,JCTR,BATS,XNYS,US,USD
Spdr Index Shares Funds SP North American Natural Resources Etf,NANR,BATS,XNYS,US,USD
Ishares Inflation Hedged High Yield Bond Etf,HYGI,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Ftse Japan Etf,FLJP,BATS,XNYS,US,USD
Alps Clean Energy Etf,ACES,BATS,XNYS,US,USD
Ishares Trust Jpx-Nikkei 400 Etf,JPXN,BATS,XNYS,US,USD
Neuberger Berman Next Generation Connected Consumer Etf,NBCC,BATS,XNYS,US,USD
American Century Etf Trust Avantis Us Equity Etf Usd,AVUS,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Libertyq Intl Equity Hedged Etf,FLQH,BATS,XNYS,US,USD
Kraneshares Hang Seng Tech Index Etf,KTEC,BATS,XNYS,US,USD
Blackrock Future Tech Etf,BTEK,BATS,XNYS,US,USD
Indexiq Etf Trust Iq Hedge Mkt Neutral Tracker Etf,QMN,BATS,XNYS,US,USD
Microsectors Oil Gas Exp Prod 3X Leveraged Etn,OILU,BATS,XNYS,US,USD
Xtrackers Msci All China Equity Etf,CN,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii SP 500 High Beta Etf,SPHB,BATS,XNYS,US,USD
Global X Fds Msci Argentina Etf,ARGT,BATS,XNYS,US,USD
Blackrock Future US Themes Etf,BTHM,BATS,XNYS,US,USD
Wbi Bullbear Value 3000 Etf,WBIF,BATS,XNYS,US,USD
Schwab Strategic Tr 5-10 Year Corporate Bond Etf,SCHI,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Zacks Mid-Cap Etf,CZA,BATS,XNYS,US,USD
Ishares Inc Msci Hong Kong Etf,EWH,BATS,XNYS,US,USD
Gotham 1000 Value Etf,GVLU,BATS,XNYS,US,USD
Wbi Bullbear Quality 3000 Etf,WBIL,BATS,XNYS,US,USD
Ishares Trust US Insurance Etf,IAK,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Ftse Taiwan Etf,FLTW,BATS,XNYS,US,USD
Avantis International Large Cap Value Etf,AVIV,BATS,XNYS,US,USD
Foliobeyond Rising Rate Etf,RISR,BATS,XNYS,US,USD
Flexshares Trust Quality Divid Dynamic Index Fd,QDYN,BATS,XNYS,US,USD
Blackrock US Carbon Transition Readiness Etf,LCTU,BATS,XNYS,US,USD
Ishares Esg Advanced Investment Grade Corporate Bond Etf,ELQD,BATS,XNYS,US,USD
Spdr Series Trust Ssga Gender Diversity Index Etf,SHE,BATS,XNYS,US,USD
Spdr Index Shares Funds SP Intl Dividend Etf,DWX,BATS,XNYS,US,USD
Vanguard Admiral Fds Inc SP 500 Value Index Fd Etf Shs,VOOV,BATS,XNYS,US,USD
Flexshares Esg Climate Developed Markets Ex-Us Core Index Fund,FEDM,BATS,XNYS,US,USD
Ishares Msci Intl Size Factor Etf,ISZE,BATS,XNYS,US,USD
John Hancock Exchange Traded Fd Tr Multifactor Mid Cap Etf,JHMM,BATS,XNYS,US,USD
Ishares Trust Europe Etf,IEV,BATS,XNYS,US,USD
Alps Etf Trust Riverfront Strategic Income Fd,RIGS,BATS,XNYS,US,USD
Ishares Ibonds Dec 2032 Term Corporate Etf,IBDX,BATS,XNYS,US,USD
Etracs 2X Leveraged Msci Usa Esg Focus Tr Etn,ESUS,BATS,XNYS,US,USD
Spdr Series Trust Spdr Dj Reit Etf,RWR,BATS,XNYS,US,USD
Virtus Newfleet AbsMbs Etf,VABS,BATS,XNYS,US,USD
Vanguard Admiral Fds Inc SP Smallcap 600 Index Fd Etf Shs,VIOO,BATS,XNYS,US,USD
Wisdomtree Trust Europe Quality Divid Growth,EUDG,BATS,XNYS,US,USD
Direxion Daily Msci India Bull 2X Shares,INDL,BATS,XNYS,US,USD
Direxion Daily Gold Miners Index Bull 2X Shares,NUGT,BATS,XNYS,US,USD
First Tst Morningstar Div Leaders Funds,FDL,BATS,XNYS,US,USD
Nushares Etf Trust Nuveen Enhanced Yld Us Aggregt Bnd Etf,NUAG,BATS,XNYS,US,USD
Proshares Trust Ultrashort Msci Eafe New,EFU,BATS,XNYS,US,USD
Spdr Bloomberg Investment Grade Floating Rate Etf,FLRN,BATS,XNYS,US,USD
Schwab Strategic Tr Fundamental Intl Small Co Index Etf,FNDC,BATS,XNYS,US,USD
Goldman Sachs Etf Trust Access High Yield Corporate Bd Etf,GHYB,BATS,XNYS,US,USD
Armor Us Equity Index Etf,ARMR,BATS,XNYS,US,USD
Etf Series Solutions Clearshares Ultra Short Maturity Etf,OPER,BATS,XNYS,US,USD
Direxion Fallen Knives Etf,NIFE,BATS,XNYS,US,USD
First Trust Active Factor Large Cap Etf,AFLG,BATS,XNYS,US,USD
Spdr Portfolio SP 400 Mid Cap Etf,SPMD,BATS,XNYS,US,USD
Vanguard World Fds Vanguard Consumer Discretionary Etf,VCR,BATS,XNYS,US,USD
Syntax Stratified US Total Market Hedged Etf,SHUS,BATS,XNYS,US,USD
Smartetfs Dividend Builder Etf,DIVS,BATS,XNYS,US,USD
Vanguard Index Funds Real Estate Etf,VNQ,BATS,XNYS,US,USD
Etf Series Solutions Acquirers Fund,ZIG,BATS,XNYS,US,USD
Amplify Pure Junior Gold Miners Etf,JGLD,BATS,XNYS,US,USD
Pimco Etf Trust Short Term Municipal Bond Etf,SMMU,BATS,XNYS,US,USD
Rivernorth Patriot Etf,FLDZ,BATS,XNYS,US,USD
Franklin Liberty US Treasury Bond Etf,FLGV,BATS,XNYS,US,USD
Defiance Next Gen Altered Experience Etf,PSY,BATS,XNYS,US,USD
Goldman Sachs Innovate Equity Etf,GINN,BATS,XNYS,US,USD
Jp Morgan Etf Trust Us Minimum Volatility Etf,JMIN,BATS,XNYS,US,USD
Ishares Inc Msci Thailand Etf,THD,BATS,XNYS,US,USD
Amplify Etf Tr Blockchain Leaders Etf,BLOK,BATS,XNYS,US,USD
Pgim Floating Rate Income Etf,PFRL,BATS,XNYS,US,USD
Proshares Trust Ultra High Yield,UJB,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr SP 500A Eql Wgt Commcatn Service Etf,EWCO,BATS,XNYS,US,USD
Vanguard Admiral Fds Inc SP Smcap 600 Value Idx Fd Etf Shs,VIOV,BATS,XNYS,US,USD
Ssga Active Tr Spdr Ssga Fixed Income Sector Rotation,FISR,BATS,XNYS,US,USD
Ishares Trust Msci Eafe Etf,EFA,BATS,XNYS,US,USD
Ishares Trust Global Tech Etf,IXN,BATS,XNYS,US,USD
Spdr Index Shares Funds SP Global Dividend Etf,WDIV,BATS,XNYS,US,USD
Vanguard World Fund Extended Duration Treas Etf,EDV,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Ftse Saudi Arabia Etf,FLSA,BATS,XNYS,US,USD
Direxion Shares Etf Trust Daily Consumer Discretionary Bull 3X Shs,WANT,BATS,XNYS,US,USD
Fidelity Merrimack Street Trust Total Bd Etf,FBND,BATS,XNYS,US,USD
Hoya Capital High Dividend Yield Etf,RIET,BATS,XNYS,US,USD
Ishares Ibonds Dec 2030 Term Corporate Etf,IBDV,BATS,XNYS,US,USD
Ishares Inc Msci France Etf,EWQ,BATS,XNYS,US,USD
Flexshares Trust International Quality Div Defensive Idx,IQDE,BATS,XNYS,US,USD
Wisdomtree Trust Europe Hedged Smallcap Equity Fd,EUSC,BATS,XNYS,US,USD
Vaneck Indonesia Index Etf,IDX,BATS,XNYS,US,USD
Etfis Series Trust I Virtus Reaves Utilities Etf,UTES,BATS,XNYS,US,USD
Schwab Strategic Tr Short-Term Us Treasury Etf,SCHO,BATS,XNYS,US,USD
Vanguard World Fds Vanguard Commnctn Serv Etf,VOX,BATS,XNYS,US,USD
Proshares Trust Pshs Ult SP 500,SSO,BATS,XNYS,US,USD
Spdr Series Trust SP Oil Gas Equip Svcs EtfPS,XES,BATS,XNYS,US,USD
American Century Etf Trust Avantis Emerging Mkts Equity Etf Usd,AVEM,BATS,XNYS,US,USD
Franklin Liberty Systematic Style Premia Etf,FLSP,BATS,XNYS,US,USD
Jp Morgan Etf Trust Us Momentum Factor Etf,JMOM,BATS,XNYS,US,USD
Aberdeen Bloomberg Industrial Metals Strategy K-1 Free Etf,BCIM,BATS,XNYS,US,USD
Pacer Fds Tr Cfra Stovall Eql Wght Seasnl Rotaton Etf,SZNE,BATS,XNYS,US,USD
Amplify Blackswan Iswn Etf,ISWN,BATS,XNYS,US,USD
First Trust Merger Arbitrage Etf,MARB,BATS,XNYS,US,USD
Ishares Trust Russell 1000 Value Etf,IWD,BATS,XNYS,US,USD
John Hancock Exchange Traded Fd Tr Multifactor Small Cap Etf,JHSC,BATS,XNYS,US,USD
Etracs Ifed Invest With The Fed Tr Index Etn,IFED,BATS,XNYS,US,USD
Select Sector Spdr Trust Amex Consumer Staples Index,XLP,BATS,XNYS,US,USD
Alps Disruptive Technologies Etf,DTEC,BATS,XNYS,US,USD
Global X Interest Rate Hedge Etf,IRHG,BATS,XNYS,US,USD
Allianzim US Large Cap Buffer20 Jan Etf,AZBJ,BATS,XNYS,US,USD
Ishares Cloud 5G And Tech Etf,IDAT,BATS,XNYS,US,USD
Pacer Trendpilot Us Bond Etf,PTBD,BATS,XNYS,US,USD
Global X Fds Global X Mlp Etf Post Rev Split,MLPA,BATS,XNYS,US,USD
Etf Managers Trust Etfmg Sit Ultra Short Etf,VALT,BATS,XNYS,US,USD
Proshares Trust Proshrs Ultra Oil Gas Pst Rev Splt,DIG,BATS,XNYS,US,USD
Proshares Trust Short Qqq Proshares Post Rev Split,PSQ,BATS,XNYS,US,USD
Jp Morgan Etf Trust Diversified Return International Equity,JPIN,BATS,XNYS,US,USD
First Tr Exchange-Traded Fd Iii Horizon Managed Volatility Domestic,HUSV,BATS,XNYS,US,USD
T Rowe Price Dividend Growth Etf,TDVG,BATS,XNYS,US,USD
Invesco Msci Green Building Etf,GBLD,BATS,XNYS,US,USD
Ishares Inc Msci Netherlands Etf,EWN,BATS,XNYS,US,USD
Allianzim US Large Cap Buffer10 Oct Etf,AZAO,BATS,XNYS,US,USD
John Hancock Exchange Traded Fd Tr Multifactor Media And Communications Etf,JHCS,BATS,XNYS,US,USD
Jpmorgan International Growth Etf,JIG,BATS,XNYS,US,USD
Teucrium Commodity Trust Agricultural Fd,TAGS,BATS,XNYS,US,USD
Kraneshares Tr Emerging Mkts Consumer Technlgy Indx Etf,KEMQ,BATS,XNYS,US,USD
Etfmg 2X Daily Inverse Alternative Harvest Etf,MJIN,BATS,XNYS,US,USD
Pimco Etf Trust 1-5 Yr Us Tips Index Etf,STPZ,BATS,XNYS,US,USD
Spdr Index Shares Funds Spdr Dj Intl Real Estate Etf,RWX,BATS,XNYS,US,USD
Ishares Trust Ibonds Dec 2026 Term Corporate Etf,IBDR,BATS,XNYS,US,USD
Cabana Target Leading Sector Moderate Etf,CLSM,BATS,XNYS,US,USD
Inspire Global Hope Esg Etf,BLES,BATS,XNYS,US,USD
Proshares Trust Ultrashort Oil Gas Post Rev Split,DUG,BATS,XNYS,US,USD
Leadershares Activist Leaders Etf,ACTV,BATS,XNYS,US,USD
Inspire Faithward Mid Cap Momentum Esg Etf,GLRY,BATS,XNYS,US,USD
Ishares Trust Ibonds Dec 2022 Term Corporate Etf,IBDN,BATS,XNYS,US,USD
Simplify Aggregate Bond Plus Credit Hedge Etf,AGGH,BATS,XNYS,US,USD
Inspire 100 Esg Etf,BIBL,BATS,XNYS,US,USD
Proshares Trust Ultrashort Semiconductors New Apr 21RS,SSG,BATS,XNYS,US,USD
Listed Fund Trust Overlay Shares Core Bond Etf,OVB,BATS,XNYS,US,USD
Tidal Etf Trust Sp Fds P Global Reit Sharia Etf,SPRE,BATS,XNYS,US,USD
Flexshares Esg Climate Us Large Cap Core Index Fund,FEUS,BATS,XNYS,US,USD
Select Sector Spdr Trust Technology Select Sector Usd Dis,XLK,BATS,XNYS,US,USD
Sofi Weekly Income Etf,TGIF,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr SP Midcap Momentum Etf,XMMO,BATS,XNYS,US,USD
Dimensional Us High Profitability Etf,DUHP,BATS,XNYS,US,USD
Spdr Marketaxess Investment Grade 400 Corporate Bond Etf,LQIG,BATS,XNYS,US,USD
Clockwise Capital Innovation Etf,TIME,BATS,XNYS,US,USD
Ishares Trust Russell 1000 Etf,IWB,BATS,XNYS,US,USD
Proshares Trust Ii Proshares Ultra Gold,UGL,BATS,XNYS,US,USD
Harbor Dividend Growth Leaders Etf,GDIV,BATS,XNYS,US,USD
Cabana Target Leading Sector Aggressive Etf,CLSA,BATS,XNYS,US,USD
Proshares Trust Long Online Short Stores Etf,CLIX,BATS,XNYS,US,USD
Simplify Health Care Etf,PINK,BATS,XNYS,US,USD
Global X Fds Msci China Real Estate Etf,CHIR,BATS,XNYS,US,USD
Schwab Ariel Esg Etf,SAEF,BATS,XNYS,US,USD
Etf Managers Trust Etho Climate Leadership Us Etf,ETHO,BATS,XNYS,US,USD
Sofi Weekly Dividend Etf,WKLY,BATS,XNYS,US,USD
Freedom Day Dividend Etf,MBOX,BATS,XNYS,US,USD
Schwab Strategic Tr 1000 Index Etf,SCHK,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii SP Global Water Index Etf,CGW,BATS,XNYS,US,USD
Ishares Trust Ibonds Dec 2027 Term Corporate Etf,IBDS,BATS,XNYS,US,USD
Formidable Etf,FORH,BATS,XNYS,US,USD
Invesco Actively Managed Etf Trust Total Return Bd Etf,GTO,BATS,XNYS,US,USD
Proshares Trust Ultra Financials New,UYG,BATS,XNYS,US,USD
Proshares Trust Ii Ulta Blomberg Crud OilPost Rev Splt,UCO,BATS,XNYS,US,USD
Nuveen Small Cap Select Etf,NSCS,BATS,XNYS,US,USD
Wisdomtree Trust Us Smallcap Fund,EES,BATS,XNYS,US,USD
Direxion Daily SP Oil Gas Exp Prod Bear 2X Shares,DRIP,BATS,XNYS,US,USD
Dimensional US Equity Etf,DFUS,BATS,XNYS,US,USD
Nushares Etf Trust Nuveen Enhanced Yld 1-5 Yr Us Aggrgt Bd,NUSA,BATS,XNYS,US,USD
Ishares Trust Dow Jones US Etf,IYY,BATS,XNYS,US,USD
Direxion Shares Etf Trust Daily SP Biotech Bear 3X Shs NewRS,LABD,BATS,XNYS,US,USD
Flexshares Trust Disciplined Duration Mbs Index,MBSD,BATS,XNYS,US,USD
Xtrackers Russell Us Multifactor Etf,DEUS,BATS,XNYS,US,USD
Bondbloxx Usd High Yield Bond Telecom Media Technology Sector Etf,XHYT,BATS,XNYS,US,USD
Invesco Db Multi-Sector Comm Tr Agriculture Etf Usd Dis,DBA,BATS,XNYS,US,USD
Invesco Exchange Trd Self Idx Fd Tr Investment Grade Defensive Etf,IIGD,BATS,XNYS,US,USD
Spdr Series Trust SP 1500 Momentum Tilt Etf,MMTM,BATS,XNYS,US,USD
Proshares SP Kensho Cleantech Etf,CTEX,BATS,XNYS,US,USD
Goldman Sachs Access US Aggregate Bond Etf,GCOR,BATS,XNYS,US,USD
Innovator International Developed Power Buffer Etf - January,IJAN,BATS,XNYS,US,USD
Ishares Trust Global Industrials Etf,EXI,BATS,XNYS,US,USD
Capital Group Growth Etf,CGGR,BATS,XNYS,US,USD
Renaissance Cap Greenwich Funds Ipo Etf,IPO,BATS,XNYS,US,USD
Impact Shares Trust I Naacp Minority Empowerment Etf,NACP,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii SP Smallcap 600 Revenue Etf,RWJ,BATS,XNYS,US,USD
Proshares Trust Proshares Ultrapro SP500,UPRO,BATS,XNYS,US,USD
Trueshares Esg Active Opportunities Etf,ECOZ,BATS,XNYS,US,USD
Simplify Tail Risk Strategy Etf,CYA,BATS,XNYS,US,USD
Ai Quality Growth Etf,AQGX,BATS,XNYS,US,USD
Bny Mellon Core Bond Etf,BKAG,BATS,XNYS,US,USD
Xtrackers Risk Managed Usd High Yield Strategy Etf,HYRM,BATS,XNYS,US,USD
Direxion Daily Real Estate Bear 3X Shares,DRV,BATS,XNYS,US,USD
Simplify Macro Strategy Etf,FIG,BATS,XNYS,US,USD
Vanguard World Fds Vanguard Industrials Etf,VIS,BATS,XNYS,US,USD
Bondbloxx B-Rated Usd High Yield Corporate Bond Etf,XB,BATS,XNYS,US,USD
Proshares Trust Short SP Mid Cap 400 Etf Post Split,MYY,BATS,XNYS,US,USD
Ark Etf Tr Innovation Etf,ARKK,BATS,XNYS,US,USD
Ishares Trust US Basic Materials Etf,IYM,BATS,XNYS,US,USD
Wisdomtree Trust Japan Hedged Eqty Fd,DXJ,BATS,XNYS,US,USD
Syntax Stratified Total Market Ii Etf,SYII,BATS,XNYS,US,USD
Ishares Trust Currency Hedged Msci Eurozone Etf,HEZU,BATS,XNYS,US,USD
Vaneck Environmental Services Etf,EVX,BATS,XNYS,US,USD
Proshares Trust Ultrashort Ftse China 50,FXP,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Ftse Italy Etf,FLIY,BATS,XNYS,US,USD
Natixis Etf Trust Loomis Sayles Short Duration Income Etf,LSST,BATS,XNYS,US,USD
Ishares Trust Core Us Aggregate Bd Etf,AGG,BATS,XNYS,US,USD
