Timestamp,Price,Size,Flag
11/05/2021 13:30:38,151.66,100,
11/05/2021 13:30:39,151.63,100,
11/05/2021 13:30:39,151.63,80,
11/05/2021 13:30:39,151.63,100,
11/05/2021 13:30:39,151.62,400,
11/05/2021 13:30:39,151.61,100,
11/05/2021 13:30:40,151.63,60,
11/05/2021 13:30:40,151.6,40,
11/05/2021 13:30:40,151.61,60,
11/05/2021 13:30:40,151.64,100,
11/05/2021 13:30:41,151.64,100,
11/05/2021 13:30:41,151.64,20,
11/05/2021 13:30:41,151.61,100,
11/05/2021 13:30:41,151.6,22,
11/05/2021 13:30:41,151.6,17,
11/05/2021 13:30:41,151.6,21,
11/05/2021 13:30:41,151.59,25,
11/05/2021 13:30:41,151.58,37,
11/05/2021 13:30:41,151.58,63,
11/05/2021 13:30:41,151.58,46,
11/05/2021 13:30:41,151.55,47,
11/05/2021 13:30:41,151.55,485,
11/05/2021 13:30:41,151.55,100,
11/05/2021 13:30:42,151.53,200,
11/05/2021 13:30:43,151.54,852,
11/05/2021 13:30:43,151.55,100,
11/05/2021 13:30:43,151.54,100,
11/05/2021 13:30:44,151.59,100,
11/05/2021 13:30:44,151.61,66,
11/05/2021 13:30:46,151.6,11,
11/05/2021 13:30:46,151.6,7,
11/05/2021 13:30:46,151.58,100,
11/05/2021 13:30:47,151.62,100,
11/05/2021 13:30:47,151.63,18,
11/05/2021 13:30:47,151.63,82,
11/05/2021 13:30:47,151.62,100,
11/05/2021 13:30:47,151.63,24,
11/05/2021 13:30:47,151.62,100,
11/05/2021 13:30:47,151.62,100,
11/05/2021 13:30:47,151.62,150,
11/05/2021 13:30:48,151.62,100,
11/05/2021 13:30:48,151.63,76,
11/05/2021 13:30:48,151.63,100,
11/05/2021 13:30:48,151.63,524,
11/05/2021 13:30:48,151.63,300,
11/05/2021 13:30:48,151.63,100,
11/05/2021 13:30:48,151.63,100,
11/05/2021 13:30:48,151.63,400,
11/05/2021 13:30:48,151.63,100,
11/05/2021 13:30:48,151.635,100,
11/05/2021 13:30:48,151.64,44,
11/05/2021 13:30:48,151.63,100,
11/05/2021 13:30:48,151.62,100,
11/05/2021 13:30:48,151.62,96,
11/05/2021 13:30:48,151.62,30,
11/05/2021 13:30:48,151.61,2,
11/05/2021 13:30:48,151.62,100,
11/05/2021 13:30:49,151.57,31,
11/05/2021 13:30:50,151.59,1,
11/05/2021 13:30:50,151.61,100,
11/05/2021 13:30:50,151.62,500,
11/05/2021 13:30:50,151.61,100,
11/05/2021 13:30:51,151.57,69,
11/05/2021 13:30:51,151.56,45,
11/05/2021 13:30:51,151.56,55,
11/05/2021 13:30:52,151.6,100,
11/05/2021 13:30:52,151.6,100,
11/05/2021 13:30:52,151.59,92,
11/05/2021 13:30:52,151.58,100,
11/05/2021 13:30:52,151.58,100,
11/05/2021 13:30:52,151.56,100,
11/05/2021 13:30:52,151.56,39,
11/05/2021 13:30:52,151.56,1,
11/05/2021 13:30:52,151.56,100,
11/05/2021 13:30:52,151.55,6,
11/05/2021 13:30:52,151.55,94,
11/05/2021 13:30:52,151.54,100,
11/05/2021 13:30:52,151.55,200,
11/05/2021 13:30:52,151.54,100,
11/05/2021 13:30:52,151.55,14,
11/05/2021 13:30:52,151.54,100,
11/05/2021 13:30:52,151.54,4,
11/05/2021 13:30:52,151.55,2,
11/05/2021 13:30:52,151.57,44,
11/05/2021 13:30:52,151.57,43,
11/05/2021 13:30:52,151.56,2,
11/05/2021 13:30:53,151.58,200,
11/05/2021 13:30:54,151.58,100,
11/05/2021 13:30:54,151.58,100,
11/05/2021 13:30:54,151.59,100,
11/05/2021 13:30:54,151.59,100,
11/05/2021 13:30:54,151.59,2,
11/05/2021 13:30:54,151.59,98,
11/05/2021 13:30:55,151.57,100,
11/05/2021 13:30:55,151.58,100,
11/05/2021 13:30:55,151.58,100,
11/05/2021 13:30:55,151.59,42,
11/05/2021 13:30:55,151.58,2,
11/05/2021 13:30:55,151.58,100,
11/05/2021 13:30:55,151.59,453,
11/05/2021 13:30:56,151.6,200,
11/05/2021 13:30:56,151.61,100,
11/05/2021 13:30:56,151.59,100,
11/05/2021 13:30:57,151.61,149,
11/05/2021 13:30:57,151.61,2,
11/05/2021 13:30:57,151.61,10,
11/05/2021 13:30:57,151.61,98,
11/05/2021 13:30:57,151.62,102,
11/05/2021 13:30:57,151.62,48,
11/05/2021 13:30:57,151.61,76,
11/05/2021 13:30:57,151.6,100,
11/05/2021 13:30:57,151.6,100,
11/05/2021 13:30:57,151.6,100,
11/05/2021 13:30:57,151.61,100,
11/05/2021 13:30:57,151.61,2,
11/05/2021 13:30:58,151.63,50,
11/05/2021 13:30:58,151.63,550,
11/05/2021 13:30:58,151.62,100,
11/05/2021 13:30:58,151.63,100,
11/05/2021 13:30:58,151.63,91,
11/05/2021 13:30:58,151.63,9,
11/05/2021 13:30:58,151.63,100,
11/05/2021 13:30:58,151.63,9,
11/05/2021 13:30:58,151.63,100,
11/05/2021 13:30:58,151.63,291,
11/05/2021 13:30:58,151.63,260,
11/05/2021 13:30:58,151.62,63,
11/05/2021 13:30:58,151.61,50,
11/05/2021 13:30:58,151.61,50,
11/05/2021 13:30:58,151.61,50,
11/05/2021 13:30:58,151.62,600,
